contestSlug,contestTitle,date,problemCount,titleSlug,questionFrontendId,title,difficulty,acRate
warm-up-contest,Warm Up Contest,2016-08-21,3,lexicographical-numbers,386,Lexicographical Numbers,Medium,76.3
warm-up-contest,Warm Up Contest,2016-08-21,3,first-unique-character-in-a-string,387,First Unique Character in a String,Easy,65.9
warm-up-contest,Warm Up Contest,2016-08-21,3,longest-absolute-file-path,388,Longest Absolute File Path,Medium,49.7
leetcode-weekly-contest-2,Weekly Contest 2,2016-08-28,3,find-the-difference,389,Find the Difference,Easy,60.5
leetcode-weekly-contest-2,Weekly Contest 2,2016-08-28,3,elimination-game,390,Elimination Game,Medium,46.5
leetcode-weekly-contest-2,Weekly Contest 2,2016-08-28,3,perfect-rectangle,391,Perfect Rectangle,Hard,38.6
leetcode-weekly-contest-3,Weekly Contest 3,2016-09-04,4,is-subsequence,392,Is Subsequence,Easy,49.3
leetcode-weekly-contest-3,Weekly Contest 3,2016-09-04,4,utf-8-validation,393,UTF-8 Validation,Medium,46.4
leetcode-weekly-contest-3,Weekly Contest 3,2016-09-04,4,decode-string,394,Decode String,Medium,63.0
leetcode-weekly-contest-3,Weekly Contest 3,2016-09-04,4,longest-substring-with-at-least-k-repeating-characters,395,Longest Substring with At Least K Repeating Characters,Medium,46.5
leetcode-weekly-contest-4,Weekly Contest 4,2016-09-11,4,rotate-function,396,Rotate Function,Medium,54.2
leetcode-weekly-contest-4,Weekly Contest 4,2016-09-11,4,integer-replacement,397,Integer Replacement,Medium,37.8
leetcode-weekly-contest-4,Weekly Contest 4,2016-09-11,4,random-pick-index,398,Random Pick Index,Medium,65.1
leetcode-weekly-contest-4,Weekly Contest 4,2016-09-11,4,evaluate-division,399,Evaluate Division,Medium,64.4
leetcode-weekly-contest-5,Weekly Contest 5,2016-09-18,4,nth-digit,400,Nth Digit,Medium,38.6
leetcode-weekly-contest-5,Weekly Contest 5,2016-09-18,4,binary-watch,401,Binary Watch,Easy,65.9
leetcode-weekly-contest-5,Weekly Contest 5,2016-09-18,4,remove-k-digits,402,Remove K Digits,Medium,37.3
leetcode-weekly-contest-5,Weekly Contest 5,2016-09-18,4,frog-jump,403,Frog Jump,Hard,47.5
leetcode-weekly-contest-6,Weekly Contest 6,2016-09-25,4,sum-of-left-leaves,404,Sum of Left Leaves,Easy,63.0
leetcode-weekly-contest-6,Weekly Contest 6,2016-09-25,4,convert-a-number-to-hexadecimal,405,Convert a Number to Hexadecimal,Easy,54.6
leetcode-weekly-contest-6,Weekly Contest 6,2016-09-25,4,queue-reconstruction-by-height,406,Queue Reconstruction by Height,Medium,74.9
leetcode-weekly-contest-6,Weekly Contest 6,2016-09-25,4,trapping-rain-water-ii,407,Trapping Rain Water II,Hard,64.1
leetcode-weekly-contest-7,Weekly Contest 7,2016-10-02,4,valid-word-abbreviation,408,Valid Word Abbreviation,Easy,37.0
leetcode-weekly-contest-7,Weekly Contest 7,2016-10-02,4,longest-palindrome,409,Longest Palindrome,Easy,56.1
leetcode-weekly-contest-7,Weekly Contest 7,2016-10-02,4,split-array-largest-sum,410,Split Array Largest Sum,Hard,61.0
leetcode-weekly-contest-7,Weekly Contest 7,2016-10-02,4,minimum-unique-word-abbreviation,411,Minimum Unique Word Abbreviation,Hard,40.6
leetcode-weekly-contest-8,Weekly Contest 8,2016-10-09,4,add-strings,415,Add Strings,Easy,52.2
leetcode-weekly-contest-8,Weekly Contest 8,2016-10-09,4,partition-equal-subset-sum,416,Partition Equal Subset Sum,Medium,49.8
leetcode-weekly-contest-8,Weekly Contest 8,2016-10-09,4,pacific-atlantic-water-flow,417,Pacific Atlantic Water Flow,Medium,61.3
leetcode-weekly-contest-8,Weekly Contest 8,2016-10-09,4,sentence-screen-fitting,418,Sentence Screen Fitting,Medium,36.4
leetcode-weekly-contest-9,Weekly Contest 9,2016-10-16,4,valid-word-square,422,Valid Word Square,Easy,42.9
leetcode-weekly-contest-9,Weekly Contest 9,2016-10-16,4,reconstruct-original-digits-from-english,423,Reconstruct Original Digits from English,Medium,53.1
leetcode-weekly-contest-9,Weekly Contest 9,2016-10-16,4,longest-repeating-character-replacement,424,Longest Repeating Character Replacement,Medium,60.2
leetcode-weekly-contest-9,Weekly Contest 9,2016-10-16,4,word-squares,425,Word Squares,Hard,54.7
smarking-algorithm-contest,Smarking Algorithm Contest,2016-10-23,4,path-sum-iii,437,Path Sum III,Medium,46.5
smarking-algorithm-contest,Smarking Algorithm Contest,2016-10-23,4,find-all-anagrams-in-a-string,438,Find All Anagrams in a String,Medium,54.2
smarking-algorithm-contest,Smarking Algorithm Contest,2016-10-23,4,ternary-expression-parser,439,Ternary Expression Parser,Medium,62.7
smarking-algorithm-contest,Smarking Algorithm Contest,2016-10-23,4,k-th-smallest-in-lexicographical-order,440,K-th Smallest in Lexicographical Order,Hard,46.4
smarking-algorithm-contest-2,Smarking Algorithm Contest 2,2016-10-30,4,non-overlapping-intervals,435,Non-overlapping Intervals,Medium,57.5
smarking-algorithm-contest-2,Smarking Algorithm Contest 2,2016-10-30,4,find-right-interval,436,Find Right Interval,Medium,56.2
smarking-algorithm-contest-2,Smarking Algorithm Contest 2,2016-10-30,4,arranging-coins,441,Arranging Coins,Easy,48.4
smarking-algorithm-contest-2,Smarking Algorithm Contest 2,2016-10-30,4,sequence-reconstruction,444,Sequence Reconstruction,Medium,31.0
smarking-algorithm-contest-3,Smarking Algorithm Contest 3,2016-11-06,4,minimum-moves-to-equal-array-elements,453,Minimum Moves to Equal Array Elements,Medium,58.9
smarking-algorithm-contest-3,Smarking Algorithm Contest 3,2016-11-06,4,number-of-boomerangs,447,Number of Boomerangs,Medium,57.8
smarking-algorithm-contest-3,Smarking Algorithm Contest 3,2016-11-06,4,minimum-number-of-arrows-to-burst-balloons,452,Minimum Number of Arrows to Burst Balloons,Medium,61.7
smarking-algorithm-contest-3,Smarking Algorithm Contest 3,2016-11-06,4,arithmetic-slices-ii-subsequence,446,Arithmetic Slices II - Subsequence,Hard,55.1
smarking-algorithm-contest-4,Smarking Algorithm Contest 4,2016-11-13,4,assign-cookies,455,Assign Cookies,Easy,55.3
smarking-algorithm-contest-4,Smarking Algorithm Contest 4,2016-11-13,4,repeated-substring-pattern,459,Repeated Substring Pattern,Easy,48.6
smarking-algorithm-contest-4,Smarking Algorithm Contest 4,2016-11-13,4,4sum-ii,454,4Sum II,Medium,58.1
smarking-algorithm-contest-4,Smarking Algorithm Contest 4,2016-11-13,4,132-pattern,456,132 Pattern,Medium,35.0
leetcode-weekly-contest-10,Weekly Contest 10,2016-11-20,4,island-perimeter,463,Island Perimeter,Easy,74.3
leetcode-weekly-contest-10,Weekly Contest 10,2016-11-20,4,can-i-win,464,Can I Win,Medium,31.6
leetcode-weekly-contest-10,Weekly Contest 10,2016-11-20,4,minimum-moves-to-equal-array-elements-ii,462,Minimum Moves to Equal Array Elements II,Medium,62.2
leetcode-weekly-contest-10,Weekly Contest 10,2016-11-20,4,optimal-account-balancing,465,Optimal Account Balancing,Hard,50.6
leetcode-weekly-contest-11,Weekly Contest 11,2016-12-04,4,number-of-segments-in-a-string,434,Number of Segments in a String,Easy,37.6
leetcode-weekly-contest-11,Weekly Contest 11,2016-12-04,4,convex-polygon,469,Convex Polygon,Medium,40.3
leetcode-weekly-contest-11,Weekly Contest 11,2016-12-04,4,unique-substrings-in-wraparound-string,467,Unique Substrings in Wraparound String,Medium,43.5
leetcode-weekly-contest-11,Weekly Contest 11,2016-12-04,4,count-the-repetitions,466,Count The Repetitions,Hard,35.3
leetcode-weekly-contest-12,Weekly Contest 12,2016-12-11,4,heaters,475,Heaters,Medium,42.3
leetcode-weekly-contest-12,Weekly Contest 12,2016-12-11,4,validate-ip-address,468,Validate IP Address,Medium,28.4
leetcode-weekly-contest-12,Weekly Contest 12,2016-12-11,4,ones-and-zeroes,474,Ones and Zeroes,Medium,53.6
leetcode-weekly-contest-12,Weekly Contest 12,2016-12-11,4,encode-string-with-shortest-length,471,Encode String with Shortest Length,Hard,50.6
leetcode-weekly-contest-13,Weekly Contest 13,2016-12-18,4,hamming-distance,461,Hamming Distance,Easy,76.9
leetcode-weekly-contest-13,Weekly Contest 13,2016-12-18,4,total-hamming-distance,477,Total Hamming Distance,Medium,55.2
leetcode-weekly-contest-13,Weekly Contest 13,2016-12-18,4,matchsticks-to-square,473,Matchsticks to Square,Medium,42.1
leetcode-weekly-contest-13,Weekly Contest 13,2016-12-18,4,concatenated-words,472,Concatenated Words,Hard,49.9
leetcode-weekly-contest-14,Weekly Contest 14,2017-01-08,4,number-complement,476,Number Complement,Easy,70.5
leetcode-weekly-contest-14,Weekly Contest 14,2017-01-08,4,magical-string,481,Magical String,Medium,55.9
leetcode-weekly-contest-14,Weekly Contest 14,2017-01-08,4,license-key-formatting,482,License Key Formatting,Easy,46.3
leetcode-weekly-contest-14,Weekly Contest 14,2017-01-08,4,sliding-window-median,480,Sliding Window Median,Hard,39.1
leetcode-weekly-contest-15,Weekly Contest 15,2017-01-15,3,max-consecutive-ones,485,Max Consecutive Ones,Easy,65.7
leetcode-weekly-contest-15,Weekly Contest 15,2017-01-15,3,max-consecutive-ones-ii,487,Max Consecutive Ones II,Medium,52.1
leetcode-weekly-contest-15,Weekly Contest 15,2017-01-15,3,zuma-game,488,Zuma Game,Hard,29.4
leetcode-weekly-contest-16a,Weekly Contest 16A,2017-01-21,3,find-permutation,484,Find Permutation,Medium,66.7
leetcode-weekly-contest-16a,Weekly Contest 16A,2017-01-21,3,target-sum,494,Target Sum,Medium,52.6
leetcode-weekly-contest-16a,Weekly Contest 16A,2017-01-21,3,non-decreasing-subsequences,491,Non-decreasing Subsequences,Medium,62.9
leetcode-weekly-contest-16b,Weekly Contest 16B,2017-01-22,3,construct-the-rectangle,492,Construct the Rectangle,Easy,64.3
leetcode-weekly-contest-16b,Weekly Contest 16B,2017-01-22,3,predict-the-winner,486,Predict the Winner,Medium,56.4
leetcode-weekly-contest-16b,Weekly Contest 16B,2017-01-22,3,smallest-good-base,483,Smallest Good Base,Hard,46.8
leetcode-weekly-contest-17,Weekly Contest 17,2017-01-29,3,find-mode-in-binary-search-tree,501,Find Mode in Binary Search Tree,Easy,59.2
leetcode-weekly-contest-17,Weekly Contest 17,2017-01-29,3,teemo-attacking,495,Teemo Attacking,Easy,57.9
leetcode-weekly-contest-17,Weekly Contest 17,2017-01-29,3,the-maze-iii,499,The Maze III,Hard,52.6
leetcode-weekly-contest-18a,Weekly Contest 18A,2017-02-04,3,keyboard-row,500,Keyboard Row,Easy,74.2
leetcode-weekly-contest-18a,Weekly Contest 18A,2017-02-04,3,most-frequent-subtree-sum,508,Most Frequent Subtree Sum,Medium,69.5
leetcode-weekly-contest-18a,Weekly Contest 18A,2017-02-04,3,ipo,502,IPO,Hard,53.7
leetcode-weekly-contest-18b,Weekly Contest 18B,2017-02-05,4,next-greater-element-i,496,Next Greater Element I,Easy,76.6
leetcode-weekly-contest-18b,Weekly Contest 18B,2017-02-05,4,relative-ranks,506,Relative Ranks,Easy,75.0
leetcode-weekly-contest-18b,Weekly Contest 18B,2017-02-05,4,next-greater-element-ii,503,Next Greater Element II,Medium,68.8
leetcode-weekly-contest-18b,Weekly Contest 18B,2017-02-05,4,diagonal-traverse,498,Diagonal Traverse,Medium,67.3
leetcode-weekly-contest-19,Weekly Contest 19,2017-02-12,4,base-7,504,Base 7,Easy,54.9
leetcode-weekly-contest-19,Weekly Contest 19,2017-02-12,4,find-bottom-left-tree-value,513,Find Bottom Left Tree Value,Medium,72.5
leetcode-weekly-contest-19,Weekly Contest 19,2017-02-12,4,find-largest-value-in-each-tree-row,515,Find Largest Value in Each Tree Row,Medium,66.3
leetcode-weekly-contest-19,Weekly Contest 19,2017-02-12,4,reverse-pairs,493,Reverse Pairs,Hard,34.8
leetcode-weekly-contest-20,Weekly Contest 20,2017-02-19,4,detect-capital,520,Detect Capital,Easy,56.9
leetcode-weekly-contest-20,Weekly Contest 20,2017-02-19,4,beautiful-arrangement,526,Beautiful Arrangement,Medium,64.9
leetcode-weekly-contest-20,Weekly Contest 20,2017-02-19,4,contiguous-array,525,Contiguous Array,Medium,51.9
leetcode-weekly-contest-20,Weekly Contest 20,2017-02-19,4,super-washing-machines,517,Super Washing Machines,Hard,44.9
leetcode-weekly-contest-21,Weekly Contest 21,2017-02-26,4,minimum-absolute-difference-in-bst,530,Minimum Absolute Difference in BST,Easy,59.6
leetcode-weekly-contest-21,Weekly Contest 21,2017-02-26,4,continuous-subarray-sum,523,Continuous Subarray Sum,Medium,31.5
leetcode-weekly-contest-21,Weekly Contest 21,2017-02-26,4,longest-word-in-dictionary-through-deleting,524,Longest Word in Dictionary through Deleting,Medium,52.9
leetcode-weekly-contest-21,Weekly Contest 21,2017-02-26,4,minesweeper,529,Minesweeper,Medium,68.8
leetcode-weekly-contest-22,Weekly Contest 22,2017-03-05,4,k-diff-pairs-in-an-array,532,K-diff Pairs in an Array,Medium,46.2
leetcode-weekly-contest-22,Weekly Contest 22,2017-03-05,4,lonely-pixel-i,531,Lonely Pixel I,Medium,62.7
leetcode-weekly-contest-22,Weekly Contest 22,2017-03-05,4,lonely-pixel-ii,533,Lonely Pixel II,Medium,48.9
leetcode-weekly-contest-22,Weekly Contest 22,2017-03-05,4,freedom-trail,514,Freedom Trail,Hard,59.4
leetcode-weekly-contest-23,Weekly Contest 23,2017-03-12,4,reverse-string-ii,541,Reverse String II,Easy,54.2
leetcode-weekly-contest-23,Weekly Contest 23,2017-03-12,4,minimum-time-difference,539,Minimum Time Difference,Medium,62.6
leetcode-weekly-contest-23,Weekly Contest 23,2017-03-12,4,construct-binary-tree-from-string,536,Construct Binary Tree from String,Medium,58.7
leetcode-weekly-contest-23,Weekly Contest 23,2017-03-12,4,word-abbreviation,527,Word Abbreviation,Hard,62.8
leetcode-weekly-contest-24,Weekly Contest 24,2017-03-19,4,diameter-of-binary-tree,543,Diameter of Binary Tree,Easy,66.0
leetcode-weekly-contest-24,Weekly Contest 24,2017-03-19,4,convert-bst-to-greater-tree,538,Convert BST to Greater Tree,Medium,71.8
leetcode-weekly-contest-24,Weekly Contest 24,2017-03-19,4,01-matrix,542,01 Matrix,Medium,54.5
leetcode-weekly-contest-24,Weekly Contest 24,2017-03-19,4,output-contest-matches,544,Output Contest Matches,Medium,77.5
leetcode-weekly-contest-25,Weekly Contest 25,2017-03-26,4,perfect-number,507,Perfect Number,Easy,49.5
leetcode-weekly-contest-25,Weekly Contest 25,2017-03-26,4,complex-number-multiplication,537,Complex Number Multiplication,Medium,73.7
leetcode-weekly-contest-25,Weekly Contest 25,2017-03-26,4,boundary-of-binary-tree,545,Boundary of Binary Tree,Medium,48.2
leetcode-weekly-contest-25,Weekly Contest 25,2017-03-26,4,remove-boxes,546,Remove Boxes,Hard,49.6
leetcode-weekly-contest-26,Weekly Contest 26,2017-04-02,4,longest-uncommon-subsequence-i,521,Longest Uncommon Subsequence I,Easy,62.5
leetcode-weekly-contest-26,Weekly Contest 26,2017-04-02,4,longest-uncommon-subsequence-ii,522,Longest Uncommon Subsequence II,Medium,45.3
leetcode-weekly-contest-26,Weekly Contest 26,2017-04-02,4,number-of-provinces,547,Number of Provinces,Medium,70.8
leetcode-weekly-contest-26,Weekly Contest 26,2017-04-02,4,split-array-with-equal-sum,548,Split Array with Equal Sum,Hard,50.1
leetcode-weekly-contest-27,Weekly Contest 27,2017-04-09,4,reverse-words-in-a-string-iii,557,Reverse Words in a String III,Easy,84.1
leetcode-weekly-contest-27,Weekly Contest 27,2017-04-09,4,brick-wall,554,Brick Wall,Medium,56.1
leetcode-weekly-contest-27,Weekly Contest 27,2017-04-09,4,next-greater-element-iii,556,Next Greater Element III,Medium,35.5
leetcode-weekly-contest-27,Weekly Contest 27,2017-04-09,4,binary-tree-longest-consecutive-sequence-ii,549,Binary Tree Longest Consecutive Sequence II,Medium,50.2
leetcode-weekly-contest-28,Weekly Contest 28,2017-04-16,4,student-attendance-record-i,551,Student Attendance Record I,Easy,50.4
leetcode-weekly-contest-28,Weekly Contest 28,2017-04-16,4,optimal-division,553,Optimal Division,Medium,63.3
leetcode-weekly-contest-28,Weekly Contest 28,2017-04-16,4,split-concatenated-strings,555,Split Concatenated Strings,Medium,43.6
leetcode-weekly-contest-28,Weekly Contest 28,2017-04-16,4,student-attendance-record-ii,552,Student Attendance Record II,Hard,56.8
leetcode-weekly-contest-29,Weekly Contest 29,2017-04-23,4,binary-tree-tilt,563,Binary Tree Tilt,Easy,66.2
leetcode-weekly-contest-29,Weekly Contest 29,2017-04-23,4,array-partition,561,Array Partition,Easy,82.0
leetcode-weekly-contest-29,Weekly Contest 29,2017-04-23,4,longest-line-of-consecutive-one-in-matrix,562,Longest Line of Consecutive One in Matrix,Medium,50.6
leetcode-weekly-contest-29,Weekly Contest 29,2017-04-23,4,find-the-closest-palindrome,564,Find the Closest Palindrome,Hard,32.0
leetcode-weekly-contest-30,Weekly Contest 30,2017-04-30,4,reshape-the-matrix,566,Reshape the Matrix,Easy,65.2
leetcode-weekly-contest-30,Weekly Contest 30,2017-04-30,4,subarray-sum-equals-k,560,Subarray Sum Equals K,Medium,47.8
leetcode-weekly-contest-30,Weekly Contest 30,2017-04-30,4,permutation-in-string,567,Permutation in String,Medium,49.4
leetcode-weekly-contest-30,Weekly Contest 30,2017-04-30,4,maximum-vacation-days,568,Maximum Vacation Days,Hard,46.8
leetcode-weekly-contest-31,Weekly Contest 31,2017-05-07,4,distribute-candies,575,Distribute Candies,Easy,71.4
leetcode-weekly-contest-31,Weekly Contest 31,2017-05-07,4,subtree-of-another-tree,572,Subtree of Another Tree,Easy,51.9
leetcode-weekly-contest-31,Weekly Contest 31,2017-05-07,4,squirrel-simulation,573,Squirrel Simulation,Medium,57.4
leetcode-weekly-contest-31,Weekly Contest 31,2017-05-07,4,out-of-boundary-paths,576,Out of Boundary Paths,Medium,48.5
leetcode-weekly-contest-32,Weekly Contest 32,2017-05-14,4,shortest-unsorted-continuous-subarray,581,Shortest Unsorted Continuous Subarray,Medium,38.5
leetcode-weekly-contest-32,Weekly Contest 32,2017-05-14,4,kill-process,582,Kill Process,Medium,70.7
leetcode-weekly-contest-32,Weekly Contest 32,2017-05-14,4,delete-operation-for-two-strings,583,Delete Operation for Two Strings,Medium,66.0
leetcode-weekly-contest-32,Weekly Contest 32,2017-05-14,4,erect-the-fence,587,Erect the Fence,Hard,53.2
leetcode-weekly-contest-33,Weekly Contest 33,2017-05-21,4,longest-harmonious-subsequence,594,Longest Harmonious Subsequence,Easy,64.9
leetcode-weekly-contest-33,Weekly Contest 33,2017-05-21,4,valid-square,593,Valid Square,Medium,45.3
leetcode-weekly-contest-33,Weekly Contest 33,2017-05-21,4,fraction-addition-and-subtraction,592,Fraction Addition and Subtraction,Medium,66.5
leetcode-weekly-contest-33,Weekly Contest 33,2017-05-21,4,design-in-memory-file-system,588,Design In-Memory File System,Hard,48.3
leetcode-weekly-contest-34,Weekly Contest 34,2017-05-28,4,range-addition-ii,598,Range Addition II,Easy,59.0
leetcode-weekly-contest-34,Weekly Contest 34,2017-05-28,4,minimum-index-sum-of-two-lists,599,Minimum Index Sum of Two Lists,Easy,60.2
leetcode-weekly-contest-34,Weekly Contest 34,2017-05-28,4,array-nesting,565,Array Nesting,Medium,56.8
leetcode-weekly-contest-34,Weekly Contest 34,2017-05-28,4,non-negative-integers-without-consecutive-ones,600,Non-negative Integers without Consecutive Ones,Hard,42.8
leetcode-weekly-contest-35,Weekly Contest 35,2017-06-04,4,can-place-flowers,605,Can Place Flowers,Easy,29.2
leetcode-weekly-contest-35,Weekly Contest 35,2017-06-04,4,construct-string-from-binary-tree,606,Construct String from Binary Tree,Medium,70.8
leetcode-weekly-contest-35,Weekly Contest 35,2017-06-04,4,find-duplicate-file-in-system,609,Find Duplicate File in System,Medium,67.5
leetcode-weekly-contest-35,Weekly Contest 35,2017-06-04,4,tag-validator,591,Tag Validator,Hard,41.0
leetcode-weekly-contest-36,Weekly Contest 36,2017-06-11,4,merge-two-binary-trees,617,Merge Two Binary Trees,Easy,79.1
leetcode-weekly-contest-36,Weekly Contest 36,2017-06-11,4,design-compressed-string-iterator,604,Design Compressed String Iterator,Easy,40.5
leetcode-weekly-contest-36,Weekly Contest 36,2017-06-11,4,valid-triangle-number,611,Valid Triangle Number,Medium,57.1
leetcode-weekly-contest-36,Weekly Contest 36,2017-06-11,4,add-bold-tag-in-string,616,Add Bold Tag in String,Medium,51.5
leetcode-weekly-contest-37,Weekly Contest 37,2017-06-18,4,maximum-distance-in-arrays,624,Maximum Distance in Arrays,Medium,45.6
leetcode-weekly-contest-37,Weekly Contest 37,2017-06-18,4,add-one-row-to-tree,623,Add One Row to Tree,Medium,64.2
leetcode-weekly-contest-37,Weekly Contest 37,2017-06-18,4,minimum-factorization,625,Minimum Factorization,Medium,34.1
leetcode-weekly-contest-37,Weekly Contest 37,2017-06-18,4,task-scheduler,621,Task Scheduler,Medium,63.5
leetcode-weekly-contest-38,Weekly Contest 38,2017-06-25,4,maximum-product-of-three-numbers,628,Maximum Product of Three Numbers,Easy,48.1
leetcode-weekly-contest-38,Weekly Contest 38,2017-06-25,4,course-schedule-iii,630,Course Schedule III,Hard,41.9
leetcode-weekly-contest-38,Weekly Contest 38,2017-06-25,4,k-inverse-pairs-array,629,K Inverse Pairs Array,Hard,49.0
leetcode-weekly-contest-38,Weekly Contest 38,2017-06-25,4,design-excel-sum-formula,631,Design Excel Sum Formula,Hard,39.6
leetcode-weekly-contest-39,Weekly Contest 39,2017-07-02,4,sum-of-square-numbers,633,Sum of Square Numbers,Medium,37.0
leetcode-weekly-contest-39,Weekly Contest 39,2017-07-02,4,design-log-storage-system,635,Design Log Storage System,Medium,59.7
leetcode-weekly-contest-39,Weekly Contest 39,2017-07-02,4,find-the-derangement-of-an-array,634,Find the Derangement of An Array,Medium,41.7
leetcode-weekly-contest-39,Weekly Contest 39,2017-07-02,4,smallest-range-covering-elements-from-k-lists,632,Smallest Range Covering Elements from K Lists,Hard,70.3
leetcode-weekly-contest-40,Weekly Contest 40,2017-07-09,4,average-of-levels-in-binary-tree,637,Average of Levels in Binary Tree,Easy,75.1
leetcode-weekly-contest-40,Weekly Contest 40,2017-07-09,4,solve-the-equation,640,Solve the Equation,Medium,46.4
leetcode-weekly-contest-40,Weekly Contest 40,2017-07-09,4,shopping-offers,638,Shopping Offers,Medium,52.6
leetcode-weekly-contest-40,Weekly Contest 40,2017-07-09,4,decode-ways-ii,639,Decode Ways II,Hard,32.1
leetcode-weekly-contest-41,Weekly Contest 41,2017-07-16,4,maximum-average-subarray-i,643,Maximum Average Subarray I,Easy,48.6
leetcode-weekly-contest-41,Weekly Contest 41,2017-07-16,4,exclusive-time-of-functions,636,Exclusive Time of Functions,Medium,66.3
leetcode-weekly-contest-41,Weekly Contest 41,2017-07-16,4,maximum-average-subarray-ii,644,Maximum Average Subarray II,Hard,37.8
leetcode-weekly-contest-41,Weekly Contest 41,2017-07-16,4,design-search-autocomplete-system,642,Design Search Autocomplete System,Hard,50.0
leetcode-weekly-contest-42,Weekly Contest 42,2017-07-23,4,set-mismatch,645,Set Mismatch,Easy,43.4
leetcode-weekly-contest-42,Weekly Contest 42,2017-07-23,4,maximum-length-of-pair-chain,646,Maximum Length of Pair Chain,Medium,62.0
leetcode-weekly-contest-42,Weekly Contest 42,2017-07-23,4,palindromic-substrings,647,Palindromic Substrings,Medium,73.0
leetcode-weekly-contest-42,Weekly Contest 42,2017-07-23,4,replace-words,648,Replace Words,Medium,68.9
leetcode-weekly-contest-43,Weekly Contest 43,2017-07-30,4,find-duplicate-subtrees,652,Find Duplicate Subtrees,Medium,60.8
leetcode-weekly-contest-43,Weekly Contest 43,2017-07-30,4,2-keys-keyboard,650,2 Keys Keyboard,Medium,59.4
leetcode-weekly-contest-43,Weekly Contest 43,2017-07-30,4,dota2-senate,649,Dota2 Senate,Medium,50.3
leetcode-weekly-contest-43,Weekly Contest 43,2017-07-30,4,4-keys-keyboard,651,4 Keys Keyboard,Medium,56.5
leetcode-weekly-contest-44,Weekly Contest 44,2017-08-06,4,two-sum-iv-input-is-a-bst,653,Two Sum IV - Input is a BST,Easy,63.5
leetcode-weekly-contest-44,Weekly Contest 44,2017-08-06,4,maximum-binary-tree,654,Maximum Binary Tree,Medium,86.4
leetcode-weekly-contest-44,Weekly Contest 44,2017-08-06,4,print-binary-tree,655,Print Binary Tree,Medium,66.8
leetcode-weekly-contest-44,Weekly Contest 44,2017-08-06,4,coin-path,656,Coin Path,Hard,34.4
leetcode-weekly-contest-45,Weekly Contest 45,2017-08-13,4,robot-return-to-origin,657,Robot Return to Origin,Easy,78.2
leetcode-weekly-contest-45,Weekly Contest 45,2017-08-13,4,find-k-closest-elements,658,Find K Closest Elements,Medium,49.9
leetcode-weekly-contest-45,Weekly Contest 45,2017-08-13,4,split-array-into-consecutive-subsequences,659,Split Array into Consecutive Subsequences,Medium,52.4
leetcode-weekly-contest-45,Weekly Contest 45,2017-08-13,4,remove-9,660,Remove 9,Hard,57.5
leetcode-weekly-contest-46,Weekly Contest 46,2017-08-20,4,image-smoother,661,Image Smoother,Easy,69.4
leetcode-weekly-contest-46,Weekly Contest 46,2017-08-20,4,maximum-width-of-binary-tree,662,Maximum Width of Binary Tree,Medium,45.9
leetcode-weekly-contest-46,Weekly Contest 46,2017-08-20,4,equal-tree-partition,663,Equal Tree Partition,Medium,42.3
leetcode-weekly-contest-46,Weekly Contest 46,2017-08-20,4,strange-printer,664,Strange Printer,Hard,60.9
leetcode-weekly-contest-47,Weekly Contest 47,2017-08-27,4,non-decreasing-array,665,Non-decreasing Array,Medium,25.5
leetcode-weekly-contest-47,Weekly Contest 47,2017-08-27,4,path-sum-iv,666,Path Sum IV,Medium,62.9
leetcode-weekly-contest-47,Weekly Contest 47,2017-08-27,4,beautiful-arrangement-ii,667,Beautiful Arrangement II,Medium,61.2
leetcode-weekly-contest-47,Weekly Contest 47,2017-08-27,4,kth-smallest-number-in-multiplication-table,668,Kth Smallest Number in Multiplication Table,Hard,54.5
leetcode-weekly-contest-48,Weekly Contest 48,2017-09-03,4,second-minimum-node-in-a-binary-tree,671,Second Minimum Node In a Binary Tree,Easy,46.3
leetcode-weekly-contest-48,Weekly Contest 48,2017-09-03,4,trim-a-binary-search-tree,669,Trim a Binary Search Tree,Medium,66.8
leetcode-weekly-contest-48,Weekly Contest 48,2017-09-03,4,maximum-swap,670,Maximum Swap,Medium,52.1
leetcode-weekly-contest-48,Weekly Contest 48,2017-09-03,4,bulb-switcher-ii,672,Bulb Switcher II,Medium,50.4
leetcode-weekly-contest-49,Weekly Contest 49,2017-09-10,4,longest-continuous-increasing-subsequence,674,Longest Continuous Increasing Subsequence,Easy,52.2
leetcode-weekly-contest-49,Weekly Contest 49,2017-09-10,4,implement-magic-dictionary,676,Implement Magic Dictionary,Medium,58.0
leetcode-weekly-contest-49,Weekly Contest 49,2017-09-10,4,cut-off-trees-for-golf-event,675,Cut Off Trees for Golf Event,Hard,36.6
leetcode-weekly-contest-49,Weekly Contest 49,2017-09-10,4,number-of-longest-increasing-subsequence,673,Number of Longest Increasing Subsequence,Medium,52.4
leetcode-weekly-contest-50,Weekly Contest 50,2017-09-17,4,valid-palindrome-ii,680,Valid Palindrome II,Easy,44.5
leetcode-weekly-contest-50,Weekly Contest 50,2017-09-17,4,map-sum-pairs,677,Map Sum Pairs,Medium,57.3
leetcode-weekly-contest-50,Weekly Contest 50,2017-09-17,4,valid-parenthesis-string,678,Valid Parenthesis String,Medium,40.3
leetcode-weekly-contest-50,Weekly Contest 50,2017-09-17,4,24-game,679,24 Game,Hard,59.6
